SDSS_NAME,RA,DEC,MagAve,Sigma
235341.04+251407.3,358.42103,25.235381,19.16932722310757,0.3186165784370648
130424.01+344903.2,196.10006,34.817569,19.240388565217398,0.20390791836657438
015751.43+274029.6,29.464329,27.674895,0,0
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
131134.38+592010.6,197.89323,59.336361,20.22524025000001,0.37938339550580163
013753.96+024207.0,24.474855,2.701947,0,0
015751.43+274029.6,29.464329,27.674895,0,0
223000.09+184347.2,337.50041,18.729789,18.062416778364117,0.15968024318486976
075723.46+254318.2,119.34778,25.721732,19.75141695116774,0.37109520649338656
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
110341.32+245355.5,165.92218,24.898773,19.2432390518868,0.23265290870656904
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
124926.31+361801.3,192.35965,36.300367,19.64870835294117,0.29273528466010107
134128.52+492438.1,205.36886,49.410674,0,0
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
120132.12+372911.7,180.38384,37.486601,18.759968695792875,0.2929126079731
091247.29+392757.5,138.19706,39.465983,20.24863103571428,0.3502558219273873
133739.83+393254.7,204.41599,39.548542,20.256050577464787,0.39203500010118475
002710.88+210309.1,6.795364,21.052549,19.477952980830658,0.2978736694257748
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
110341.32+245355.5,165.92218,24.898773,19.2432390518868,0.23265290870656904
021642.27-025843.2,34.176164,-2.978688,20.043838451428567,0.3408725652424609
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
013753.96+024207.0,24.474855,2.701947,0,0
095847.37+503556.5,149.6974,50.599036,20.12936428571428,0.28687513292125394
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
022608.28-002332.5,36.534515,-0.392376,20.01934240909091,0.9664144231590305
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
020621.18-011624.2,31.588268,-1.27341,18.766246324414706,0.11684034291956304
102559.95+255522.5,156.4998,25.922927,19.82669292592593,0.4441842178152655
084129.37+555946.8,130.37232,55.99645,0,0
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
145349.87+531745.8,223.4578,53.29613,0,0
090154.96+380534.5,135.47902,38.092913,17.720897689320385,0.03318396709880456
121334.23+521452.0,183.39261,52.247903,20.280620988764046,0.2962528279145166
131727.04+421002.1,199.3627,42.167252,19.97858725625001,0.3525460553430894
230012.33+233527.0,345.05142,23.590834,18.907004843450483,0.12928442982610913
121729.19+373903.7,184.37165,37.651052,18.106142634551503,0.09812484173591625
124652.20+562122.5,191.71753,56.356329,19.769428095238094,0.1835198147159368
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
214642.51+262046.7,326.67713,26.346317,19.947470848484844,0.4093253979445537
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
223100.05+240718.9,337.75023,24.121922,0,0
102756.70+254146.8,156.98626,25.696336,18.712002685466388,0.2957751689424551
230710.86+105327.4,346.79528,10.890974,18.329671571815716,0.1617643813642584
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
114156.80+044043.9,175.48671,4.678863,20.566085456666666,0.1989840942919009
012011.27+200529.9,20.046972,20.091642,0,0
091948.41+400519.7,139.95172,40.088815,19.158647333333334,0.180796431061159
134701.56+640504.6,206.75649,64.084695,19.53067680821918,0.26242337970110713
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
145349.87+531745.8,223.4578,53.29613,0,0
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
013423.96+262025.8,23.599857,26.340527,19.5904347763158,0.2974447705890262
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
221625.26+210435.8,334.10529,21.076622,18.610896185393244,0.16818871776463537
223255.46-004622.8,338.2311,-0.773002,19.487312833935036,0.3237534067071365
145448.13+602924.1,223.70059,60.490121,0,0
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
011432.12-015357.6,18.63387,-1.899342,19.44637501626016,0.3184471553651582
115624.92+470435.1,179.10385,47.076432,19.033321225988704,0.23109266864639907
104231.12+221300.4,160.62967,22.216807,17.78910823899372,0.181937182403763
020621.18-011624.2,31.588268,-1.27341,18.766246324414706,0.11684034291956304
225551.03+184922.3,343.96265,18.822868,18.55348277650428,0.17316765015939437
134512.31+442450.3,206.30133,44.413979,19.456662153846136,0.2738763401022776
101353.31+391619.0,153.47213,39.271965,19.16952473163842,0.3267432793159394
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
083457.00+421911.5,128.73754,42.319867,19.663968691131497,0.3747394793825686
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
002537.74+181006.3,6.407272,18.168435,19.80445264897959,0.42634007287373776
160937.93+551039.7,242.40815,55.177757,18.58995443243242,0
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
145349.87+531745.8,223.4578,53.29613,0,0
134147.97+533646.0,205.44989,53.61286,19.42443953125,0.451890240242603
004716.86+263614.7,11.820291,26.604102,19.92415024365483,0.2616671741142067
235005.48+233814.2,357.52283,23.637289,19.798378751196168,0.2519871230540016
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
100206.79+423144.6,150.52829,42.529078,18.21561204918034,0.09038609999812927
025244.18-014953.0,43.184118,-1.831401,20.49582463793104,0.24699736519121346
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
121858.07+360151.5,184.742,36.030989,20.757802509090904,0.21161791575991512
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
142304.15+524630.1,215.7673,52.775047,18.448531,0.12460394680911102
085606.39+391339.0,134.02663,39.227524,19.720834744444442,0.28228496557940264
013753.96+024207.0,24.474855,2.701947,0,0
115624.92+470435.1,179.10385,47.076432,19.033321225988704,0.23109266864639907
021507.10-035725.3,33.779611,-3.957032,20.24728489795918,0.31773888271471473
083523.56+384313.2,128.84817,38.72034,0,0
125932.26+413913.1,194.88444,41.653647,20.686587257575756,0.2361197854696184
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
082038.17+383417.1,125.15905,38.571422,19.656010316384183,0.34444449327876114
224033.07+195411.4,340.1378,19.903176,19.949740982142853,0.2868462906937716
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
013022.89+120724.0,22.595397,12.123352,18.95742417866004,0.3401482152406666
230020.05+202739.1,345.08357,20.460864,18.813604033132542,0.31516486445995084
153814.65+221730.3,234.56108,22.291774,19.93991578174603,0.2804434845923403
115904.38+422617.1,179.76825,42.438099,0,0
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
011100.99+243005.4,17.754143,24.501513,17.601906088319087,0
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
100047.91+372740.7,150.19963,37.461322,19.775704265151518,0.30742167198302545
121903.69+053317.8,184.76539,5.554957,19.30578924626865,0.258713991050109
003003.16-032100.0,7.513175,-3.350027,19.58902586842104,0.3058891926766706
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
091247.29+392757.5,138.19706,39.465983,20.24863103571428,0.3502558219273873
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
134128.52+492438.1,205.36886,49.410674,0,0
014005.12+024700.2,25.021372,2.783406,18.059144824104227,0.13557941772618334
000716.86+215146.3,1.820267,21.86288,19.117694213414634,0.45855583470907463
120146.42+195800.2,180.44345,19.966736,0,0
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
024650.75+020751.7,41.711468,2.131029,19.396106821782187,0.48962142787435514
132854.67+470810.0,202.22778,47.13612,19.752376082733804,0.2989831258268766
012011.27+200529.9,20.046972,20.091642,0,0
015026.85+260524.4,27.611879,26.090132,19.74792908108109,0.303897108424574
014743.80+242435.0,26.932516,24.409748,0,0
103853.09+203447.7,159.72124,20.579944,19.467384165137616,0.22995345787020036
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
092906.43+553631.9,142.27683,55.608862,19.667528227758,0.2721650242849678
112026.51+580447.7,170.11046,58.079928,20.498787439999997,0.24211363676413816
040907.29-043235.2,62.2804,-4.543133,19.669674196491222,0.4096530355724782
091028.76+481931.8,137.61987,48.325513,20.106552895161293,0.32605675011111773
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
212852.68+080308.6,322.21951,8.05239,20.056093854271353,0.47345677806884523
111128.79+623629.3,167.86984,62.608283,19.75081019672131,0.4513169258674542
114240.93+601550.4,175.6706,60.264052,17.82652171794871,0.12962372425313454
213247.67+042751.9,323.19864,4.46444,19.585905804878053,0.32355655694799446
091028.76+481931.8,137.61987,48.325513,20.106552895161293,0.32605675011111773
111101.00+463032.1,167.75417,46.508932,19.914857173913042,0.47650975552502356
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
223100.05+240718.9,337.75023,24.121922,0,0
000947.23+095111.5,2.446821,9.853198,19.44209561702127,0.34793998082035416
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
111101.00+463032.1,167.75417,46.508932,19.914857173913042,0.47650975552502356
230012.33+233527.0,345.05142,23.590834,18.907004843450483,0.12928442982610913
081237.63+345629.4,123.15683,34.94151,0,0
002440.07+261147.1,6.166968,26.196427,19.24779572659177,0.30455050806590317
000716.86+215146.3,1.820267,21.86288,19.117694213414634,0.45855583470907463
141058.00+484455.6,212.74171,48.748824,18.845534306451626,0.3984467182229376
100102.13+505826.7,150.25891,50.97419,19.605821608040205,0.4496375191165107
223000.09+184347.2,337.50041,18.729789,18.062416778364117,0.15968024318486976
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
145349.87+531745.8,223.4578,53.29613,0,0
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
212852.68+080308.6,322.21951,8.05239,20.056093854271353,0.47345677806884523
120749.38+323007.6,181.95576,32.502128,19.910509215517237,0.26747817264439583
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
101240.96+483259.3,153.17068,48.549825,19.254366856287422,0.3432530216124238
003003.16-032100.0,7.513175,-3.350027,19.58902586842104,0.3058891926766706
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
111729.57+214513.9,169.37322,21.753862,19.10430679999999,0.22036627456134483
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
023339.51-033215.5,38.414658,-3.537656,17.542554669811324,0.41219406100967865
140553.95+632047.2,211.47475,63.346502,19.497265261538463,0.26193388154795355
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
154251.47+324824.5,235.71448,32.806819,17.603493194202905,0.10379081186694565
151214.59+154849.8,228.06083,15.813854,19.839292072243353,0.2755715760452774
012446.05+250004.7,21.191887,25.001314,20.26513891764706,0.3992014191614811
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
085450.39+492315.6,133.70998,49.387751,20.026897166666664,0.3066758948085343
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
221851.83+205114.0,334.71597,20.853903,18.771257139204543,0.300442516937457
074649.95+330116.5,116.70816,33.021272,19.522571231143573,0.22930652596743345
220425.37+213206.3,331.10572,21.535093,0,0
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
005610.48-013818.6,14.043678,-1.638512,19.903885580645163,0.5529103355796363
222749.69+190718.1,336.95708,19.12172,18.397358562500003,0.6675220904253105
001028.93+204348.5,2.620547,20.730156,18.61439457677902,0.4057968232494589
092335.47+312408.9,140.89781,31.402495,17.726721422988483,0.06322458191553532
115904.38+422617.1,179.76825,42.438099,0,0
114342.43+271009.2,175.9268,27.169238,19.805840843749998,0.32544362207228766
132854.67+470810.0,202.22778,47.13612,19.752376082733804,0.2989831258268766
124058.54+624814.5,190.2438,62.804142,19.042073350000006,0.28944943692396485
134512.31+442450.3,206.30133,44.413979,19.456662153846136,0.2738763401022776
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
111955.69+403623.6,169.98206,40.606583,18.88649273870968,0.17126260066926385
005803.35+302950.9,14.513978,30.497488,20.248856587719306,0.306388121888335
110341.32+245355.5,165.92218,24.898773,19.2432390518868,0.23265290870656904
004135.96+282218.6,10.399846,28.371861,18.108607970394743,0.06851261760215473
005610.48-013818.6,14.043678,-1.638512,19.903885580645163,0.5529103355796363
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
083523.56+384313.2,128.84817,38.72034,0,0
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
213451.82+000240.6,323.71593,0.044649,0,0
161218.79+203722.5,243.07832,20.622927,19.351845984662575,0.2668552644414487
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
013753.96+024207.0,24.474855,2.701947,0,0
150309.40+513146.7,225.78919,51.529688,18.943165640522885,0.15790575340539367
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
135655.61+162143.4,209.23174,16.362067,19.59780544604318,0.3277686155372611
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
005537.20+053449.8,13.905006,5.580525,19.476026402390406,0.2890048550376422
080000.15+420206.3,120.00063,42.035107,19.74336746942146,0.3411278251721327
111729.57+214513.9,169.37322,21.753862,19.10430679999999,0.22036627456134483
223100.05+240718.9,337.75023,24.121922,0,0
084129.37+555946.8,130.37232,55.99645,0,0
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
011525.21+050929.5,18.85508,5.158198,18.171152217289723,0.13246784155995003
231201.18+255807.3,348.00492,25.968719,16.44641119999999,0
114832.56+370815.6,177.1357,37.137686,19.869800903930138,0.3602429837467647
131134.38+592010.6,197.89323,59.336361,20.22524025000001,0.37938339550580163
154128.24+553156.7,235.36771,55.532513,17.93805906338028,0.07678381924739859
011656.63+183701.4,19.235976,18.617075,20.216631500000002,0.8075004212990717
094555.44+404950.2,146.48101,40.830634,19.729423711934164,0.34327248406030714
083926.50+564228.0,129.86042,56.70779,19.00590518666667,0.2007920451002562
121835.58+424749.4,184.64827,42.79706,19.840185450777202,0.2387705121559026
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
010810.76-015457.5,17.044852,-1.915995,19.147766741035856,0.24488023524998193
091948.41+400519.7,139.95172,40.088815,19.158647333333334,0.180796431061159
231201.18+255807.3,348.00492,25.968719,16.44641119999999,0
131727.04+421002.1,199.3627,42.167252,19.97858725625001,0.3525460553430894
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
084007.63+441604.3,130.0318,44.267887,19.68420181226053,0.3041654917972482
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
001902.52+040038.8,4.76052,4.010792,17.899221356981993,0.09640426511905932
100047.91+372740.7,150.19963,37.461322,19.775704265151518,0.30742167198302545
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
131134.38+592010.6,197.89323,59.336361,20.22524025000001,0.37938339550580163
223438.45+193350.1,338.66024,19.56392,0,0
021741.23-040035.0,34.421802,-4.009735,19.533908475836434,0.24603083419295657
160546.26+591403.6,241.44272,59.234373,19.324471684615375,0.27513278695715465
074026.41+365534.4,115.11006,36.926226,0,0
113709.49+390723.4,174.28958,39.123176,17.875432035294118,0.04048572011432281
011656.63+183701.4,19.235976,18.617075,20.216631500000002,0.8075004212990717
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
154121.37+063804.1,235.33906,6.634501,0,0
002838.52-034328.7,7.160507,-3.724645,19.864097329268294,0.31675141005584523
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
081602.73+513535.4,124.01133,51.593227,18.295872269230763,0.2683693383153069
111706.87+605719.2,169.27865,60.955438,19.994908459770112,0.38489369713088645
112026.51+580447.7,170.11046,58.079928,20.498787439999997,0.24211363676413816
131727.04+421002.1,199.3627,42.167252,19.97858725625001,0.3525460553430894
001213.29+242323.6,3.055415,24.389909,19.6484841577061,0.5953115449780696
111837.14+280054.9,169.65479,28.015255,19.33916163852242,0.33711888287142044
102756.70+254146.8,156.98626,25.696336,18.712002685466388,0.2957751689424551
124058.54+624814.5,190.2438,62.804142,19.042073350000006,0.28944943692396485
142350.04+550316.2,215.95847,55.054594,20.110512543859645,0.31753759512155777
133201.50+392931.2,203.00627,39.492014,19.325474374999988,0.43559493557504464
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
134512.31+442450.3,206.30133,44.413979,19.456662153846136,0.2738763401022776
122124.32+350351.6,185.35135,35.064341,19.468367532374113,0.44572467984445324
230020.05+202739.1,345.08357,20.460864,18.813604033132542,0.31516486445995084
115904.38+422617.1,179.76825,42.438099,0,0
081505.42+005520.5,123.77261,0.922365,18.400169911949696,0.33004981848489623
020337.80+044938.0,30.907522,4.827245,18.414849935251794,0.10079397704236218
141118.57+415133.3,212.82741,41.85927,19.391882955947136,0.24658905741830056
095234.75+503257.3,148.14481,50.54935,19.46787697326203,0.29184423020992295
005027.00-034216.7,12.612527,-3.704641,19.227647291666656,0.32734496123067397
002745.66+020844.4,6.94027,2.145671,0,0
145349.87+531745.8,223.4578,53.29613,0,0
012446.05+250004.7,21.191887,25.001314,20.26513891764706,0.3992014191614811
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
232814.76+232305.6,352.06152,23.384892,18.27782465060242,0.15199518535330803
134128.52+492438.1,205.36886,49.410674,0,0
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
120146.42+195800.2,180.44345,19.966736,0,0
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
005925.21+225725.0,14.855057,22.956972,20.119411937500004,0.3353539271170035
004445.14+174250.6,11.188121,17.714071,0,0
152727.21+020903.9,231.86337,2.15111,17.233082185792348,0
001213.29+242323.6,3.055415,24.389909,19.6484841577061,0.5953115449780696
134512.31+442450.3,206.30133,44.413979,19.456662153846136,0.2738763401022776
153814.65+221730.3,234.56108,22.291774,19.93991578174603,0.2804434845923403
081100.33+571134.9,122.75139,57.193049,20.17233945555556,0.26104074229784996
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
081558.88+224139.3,123.99534,22.694275,19.844211116379324,0.39206386422279454
221238.52+254913.7,333.16051,25.820486,19.478842234899332,0.20333102159462815
023931.87+002854.0,39.882825,0.481675,18.58666556269114,0.31728055333361826
091247.29+392757.5,138.19706,39.465983,20.24863103571428,0.3502558219273873
223100.05+240718.9,337.75023,24.121922,0,0
115904.38+422617.1,179.76825,42.438099,0,0
213451.82+000240.6,323.71593,0.044649,0,0
134816.05+445502.1,207.06691,44.917256,20.085877690909083,0.33617469827121166
000716.86+215146.3,1.820267,21.86288,19.117694213414634,0.45855583470907463
021741.23-040035.0,34.421802,-4.009735,19.533908475836434,0.24603083419295657
101251.66+445532.4,153.21524,44.925695,20.052665957746473,0.259609020356372
124652.20+562122.5,191.71753,56.356329,19.769428095238094,0.1835198147159368
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
095234.75+503257.3,148.14481,50.54935,19.46787697326203,0.29184423020992295
142137.77+441355.5,215.4074,44.232092,19.48295141208791,0.3145389703781155
012011.27+200529.9,20.046972,20.091642,0,0
012011.27+200529.9,20.046972,20.091642,0,0
023931.87+002854.0,39.882825,0.481675,18.58666556269114,0.31728055333361826
100950.90+254712.7,152.46211,25.786877,19.553008837628855,0.3144560290746008
003047.47+064743.0,7.697811,6.795289,19.008588511221948,0.2524917230925007
224454.74+210807.0,341.2281,21.13529,0,0
120132.12+372911.7,180.38384,37.486601,18.759968695792875,0.2929126079731
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
124652.20+562122.5,191.71753,56.356329,19.769428095238094,0.1835198147159368
093244.38+500938.3,143.18485,50.160733,17.973446380000002,1.0273493597903973
022340.78-042255.6,35.919922,-4.382121,0,0
105959.15+322447.1,164.99647,32.413103,20.105704968749997,0.3355902723933949
154121.37+063804.1,235.33906,6.634501,0,0
021742.25-015937.9,34.42605,-1.993883,18.950868131672586,0.1660810547261576
012011.27+200529.9,20.046972,20.091642,0,0
004621.65+204525.7,11.59024,20.757157,18.531153166233754,0.10776222420072563
141319.83+513718.1,213.33263,51.621704,18.63411578306878,0.28897127040551523
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
014728.86+263132.8,26.870261,26.525796,20.304760252032526,0.33981394431113127
220425.37+213206.3,331.10572,21.535093,0,0
121729.19+373903.7,184.37165,37.651052,18.106142634551503,0.09812484173591625
142450.83+424629.7,216.21182,42.774939,19.152896330143538,0.41689345655306587
004135.96+282218.6,10.399846,28.371861,18.108607970394743,0.06851261760215473
161833.35+465037.1,244.63898,46.84366,17.56238014903846,0.09225737766171613
145302.38+470832.7,223.25992,47.142439,18.905971650273226,0.18865545140930082
125911.12+482519.7,194.79635,48.422167,19.469649776923074,0.21654472638351982
225651.29+234711.9,344.21373,23.786648,19.336398244444453,0.2622433776593807
104305.37+491550.1,160.77241,49.263923,18.901486644444443,0.16222348180169707
002838.52-034328.7,7.160507,-3.724645,19.864097329268294,0.31675141005584523
105730.37+490125.5,164.37657,49.023767,19.215010139534883,0.2881927034070053
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
115325.93+251611.4,178.35808,25.269855,19.52701851020409,0.2493722559271525
120754.74+370829.9,181.97809,37.141662,19.023481089285713,0.3576232570683842
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
012011.27+200529.9,20.046972,20.091642,0,0
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
152457.07+161205.9,231.2378,16.201644,19.216219226666677,0.2612316460781029
212110.27-032639.8,320.29283,-3.444393,18.591629853828312,0.1628143571729755
100206.79+423144.6,150.52829,42.529078,18.21561204918034,0.09038609999812927
115450.66+254352.9,178.71111,25.731371,19.204287585434198,0.19727103708087984
015444.58+232610.3,28.685784,23.436201,18.196460865671632,0
153814.65+221730.3,234.56108,22.291774,19.93991578174603,0.2804434845923403
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
115904.38+422617.1,179.76825,42.438099,0,0
103334.68+495047.7,158.3945,49.846703,20.41589154347826,0.40969058790804797
023035.85+032800.6,37.6494,3.466851,18.3405642744361,0.15410340507789383
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
231127.15+201414.4,347.86316,20.237342,19.639033968888874,0.4702029298833895
223100.05+240718.9,337.75023,24.121922,0,0
013753.96+024207.0,24.474855,2.701947,0,0
114832.56+370815.6,177.1357,37.137686,19.869800903930138,0.3602429837467647
150631.24+550354.0,226.63022,55.065072,20.170374236363635,0.2513832334253109
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
001213.29+242323.6,3.055415,24.389909,19.6484841577061,0.5953115449780696
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
131134.38+592010.6,197.89323,59.336361,20.22524025000001,0.37938339550580163
144553.76+131614.1,221.47404,13.270598,19.36483534770117,0.2655723146308535
011046.83-043803.3,17.695134,-4.634255,18.298038108771923,0.11680157465778174
022320.19-030423.0,35.834164,-3.073058,20.076764030769237,0.3505905622813958
222311.34+185950.6,335.79727,18.997408,20.300069499999996,0.4545667153868838
151827.90+421206.2,229.61628,42.201739,20.49125077777778,0.4880587047026204
172809.56+371659.8,262.03985,37.283304,19.11345732919256,0.3565171879886099
095847.37+503556.5,149.6974,50.599036,20.12936428571428,0.28687513292125394
022726.14+010909.0,36.858925,1.152511,18.632670454545462,0.13074217248714826
125243.04+405529.6,193.17933,40.924905,19.658747449781654,0.26733853918870293
004744.16+021803.2,11.934001,2.300903,19.517401789610375,0.2521644357473626
001017.62-042335.0,2.573458,-4.393072,18.313949873417727,0.17696386426093696
100206.79+423144.6,150.52829,42.529078,18.21561204918034,0.09038609999812927
101528.86+533325.5,153.87024,53.557191,19.912339416666672,0.3640405729761093
152022.67+322204.5,230.09449,32.367917,19.56034652272726,0.3094198931335474
004135.96+282218.6,10.399846,28.371861,18.108607970394743,0.06851261760215473
013600.23+240543.0,24.000995,24.095301,19.89821491287879,0.29495141237538636
144553.76+131614.1,221.47404,13.270598,19.36483534770117,0.2655723146308535
073440.76+445337.6,113.66987,44.893802,19.474961707006354,0.4005710358901242
111729.57+214513.9,169.37322,21.753862,19.10430679999999,0.22036627456134483
140726.61+282236.1,211.8609,28.376718,17.44115762295081,0
095131.29+503251.0,147.8804,50.547513,20.02101288549619,0.3582294849403271
095828.55+555025.0,149.61898,55.840298,20.06822315789474,0.29512990650069637
022804.36+010658.9,37.018185,1.116365,18.322988395498413,0.037599614950188674
021337.50+023511.9,33.40627,2.586665,19.33847694752188,0.2561238834587169
110440.72+602822.4,166.16966,60.472994,20.11157,0.3216362435073528
022608.28-002332.5,36.534515,-0.392376,20.01934240909091,0.9664144231590305
023237.97-010231.2,38.158243,-1.042023,20.357009290909097,0.3529451434397628
212852.68+080308.6,322.21951,8.05239,20.056093854271353,0.47345677806884523
114948.93+482459.5,177.45388,48.416621,19.29791969135802,0.22852197804078492
120132.12+372911.7,180.38384,37.486601,18.759968695792875,0.2929126079731
154121.37+063804.1,235.33906,6.634501,0,0
012326.27+235503.9,20.859492,23.917771,18.92826093235292,0.2607538165124677
111955.69+403623.6,169.98206,40.606583,18.88649273870968,0.17126260066926385
123725.21+475700.1,189.35504,47.950035,20.52384719444445,0.35525868556094403
121835.58+424749.4,184.64827,42.79706,19.840185450777202,0.2387705121559026
101353.31+391619.0,153.47213,39.271965,19.16952473163842,0.3267432793159394
003755.41+312040.5,9.480903,31.344587,18.349735458677674,0.2478514601986746
083953.06+193830.1,129.97109,19.641699,20.1609789140625,0.4693829474429415
005518.17+072452.6,13.82573,7.414624,19.738144668316835,0.2974138473409074
011526.40+235333.1,18.860022,23.892537,18.968464234782598,0.20000889239149144
102230.28+454016.4,155.62617,45.671228,19.15499712601626,0.22856626193683083
